Localitate,Judet,Comuna,KM
Prohozesti,Bacau,Poduri,47.9
Valea Sosii,Bacau,Poduri,53
Barcana,Bacau,Rachitoasa,54
Bucsa,Bacau,Rachitoasa,71
Buda,Bacau,Rachitoasa,51
Burdusaci,Bacau,Rachitoasa,69
Dumbrava,Bacau,Rachitoasa,64
Farcasa,Bacau,Rachitoasa,55
Fundatura Rachitoasa,Bacau,Rachitoasa,63
Haghiac,Bacau,Rachitoasa,69
Movilita,Bacau,Rachitoasa,72
Oprisesti,Bacau,Rachitoasa,70
Rachitoasa,Bacau,Rachitoasa,59
Tochilea,Bacau,Rachitoasa,65
Contesti,Bacau,Sascut,52
Valea Nacului,Bacau,Sascut,51
Cucuieti,Bacau,Solont,57
Sarata,Bacau,Solont,52
Solont,Bacau,Solont,51
Balotesti,Bacau,Stanisesti,63
Belciuneasa,Bacau,Stanisesti,66
Benesti,Bacau,Stanisesti,66
Craiesti,Bacau,Stanisesti,67
Gorghesti,Bacau,Stanisesti,52
Slobozia,Bacau,Stanisesti,66
Slobozia Noua,Bacau,Stanisesti,72
Stanisesti,Bacau,Stanisesti,58
Valeni,Bacau,Stanisesti,55
Valcele,Bacau,Targu Ocna,22
Cornii de Jos,Bacau,Tatarasti,60
Cornii de Sus,Bacau,Tatarasti,62
Dragesti,Bacau,Tatarasti,74
Gherdana,Bacau,Tatarasti,51
Giurgeni,Bacau,Tatarasti,73
Tatarasti,Bacau,Tatarasti,71
Ungureni,Bacau,Tatarasti,70
Bosia,Bacau,Vultureni,55
Dadesti,Bacau,Vultureni,59
Lichitiseni,Bacau,Vultureni,58
Nazarioaia,Bacau,Vultureni,59
Reprivat,Bacau,Vultureni,56
Tiganesti,Bacau,Vultureni,54
Tomozia,Bacau,Vultureni,51
Vultureni,Bacau,Vultureni,53
Bolatau,Bacau,Zemes,63.9
Zemes,Bacau,Zemes,56.3
Abram,Bihor,Abram,60
Dijir,Bihor,Abram,59
Iteu,Bihor,Abram,55
Iteu Nou,Bihor,Abram,53
Satu Barba,Bihor,Abram,53
Suiug,Bihor,Abram,62
Codrisoru,Bihor,Auseu,30
Ant,Bihor,Avram Iancu,60
Avram Iancu,Bihor,Avram Iancu,55
Tamasda,Bihor,Avram Iancu,61
Almasu Mare,Bihor,Balc,58
Balc,Bihor,Balc,53
Ghida,Bihor,Balc,67
Arpasel,Bihor,Batar,45.7
Batar,Bihor,Batar,55
Talpos,Bihor,Batar,57
Taut,Bihor,Batar,51
Beius,Bihor,Beius,60
Delani,Bihor,Beius,67.4
Boianu Mare,Bihor,Boianu Mare,67
Corboaia,Bihor,Boianu Mare,70
Huta,Bihor,Boianu Mare,71
Pagaia,Bihor,Boianu Mare,64
Rugea,Bihor,Boianu Mare,60
Serani,Bihor,Borod,69
Ponoara,Bihor,Bratca,79.4
Budureasa,Bihor,Budureasa,78
Burda,Bihor,Budureasa,78
Saca,Bihor,Budureasa,77
Saliste de Beius,Bihor,Budureasa,74
Teleac,Bihor,Budureasa,72
Albis,Bihor,Buduslau,59
Buduslau,Bihor,Buduslau,58
Baraj Lesu,Bihor,Bulz,96.9
Munteni,Bihor,Bulz,43.2
Remeti,Bihor,Bulz,89.7
Bradet,Bihor,Buntesti,83
Buntesti,Bihor,Buntesti,77
Dumbravani,Bihor,Buntesti,81
Ferice,Bihor,Buntesti,83
Lelesti,Bihor,Buntesti,77
Poienii de Jos,Bihor,Buntesti,81
Poienii de Sus,Bihor,Buntesti,83
Saud,Bihor,Buntesti,80
Stancesti,Bihor,Buntesti,82
Cabesti,Bihor,Cabesti,73
Goila,Bihor,Cabesti,60
Gurbesti,Bihor,Cabesti,66
Josani,Bihor,Cabesti,65
Sohodol,Bihor,Cabesti,73
Fanate,Bihor,Campani,92
Harsesti,Bihor,Campani,89
Sighistel,Bihor,Campani,93
Valea de Sus,Bihor,Campani,87
Capalna,Bihor,Capalna,57
Ginta,Bihor,Capalna,58
Rohani,Bihor,Capalna,60
Saldabagiu Mic,Bihor,Capalna,50
Suplacu de Tinca,Bihor,Capalna,58
Calugari,Bihor,Carpinet,99
Carpinet,Bihor,Carpinet,93
Izbuc,Bihor,Carpinet,97
Leheceni,Bihor,Carpinet,95
Cherechiu,Bihor,Cherechiu,65
Chesereu,Bihor,Cherechiu,69
Targusor,Bihor,Cherechiu,65
Chiraleu,Bihor,Chislaz,54
Chislaz,Bihor,Chislaz,46
Haucesti,Bihor,Chislaz,40
Misca,Bihor,Chislaz,47.1
Poclusa de Barcau,Bihor,Chislaz,42
Sanlazar,Bihor,Chislaz,48
Sarsig,Bihor,Chislaz,41
Cenalos,Bihor,Ciuhoi,42
Ciuhoi,Bihor,Ciuhoi,41
Saniob,Bihor,Ciuhoi,42
Sfarnas,Bihor,Ciuhoi,45
Boiu,Bihor,Ciumeghiu,54
Ciumeghiu,Bihor,Ciumeghiu,50
Ghiorac,Bihor,Ciumeghiu,52
Carasau,Bihor,Cociuba Mare,56
Chesa,Bihor,Cociuba Mare,51
Cociuba Mare,Bihor,Cociuba Mare,65
Petid,Bihor,Cociuba Mare,53
Beiusele,Bihor,Curatele,75
Curatele,Bihor,Curatele,72
Nimaiesti,Bihor,Curatele,70
Pocioveliste,Bihor,Curatele,74
Curtuiseni,Bihor,Curtuiseni,89
Vasad,Bihor,Curtuiseni,91
Tria,Bihor,Derna,47.4
Dobresti,Bihor,Dobresti,54
Hidisel,Bihor,Dobresti,51
Luncasprie,Bihor,Dobresti,56
Racas,Bihor,Dobresti,64
Belejeni,Bihor,Draganesti,74
Draganesti,Bihor,Draganesti,71
Gradinari,Bihor,Draganesti,69
Livada Beiusului,Bihor,Draganesti,69
Mizies,Bihor,Draganesti,69
Pantasesti,Bihor,Draganesti,72
Sebis,Bihor,Draganesti,74
Talpe,Bihor,Draganesti,71
Tiganestii de Beius,Bihor,Draganesti,72
Brusturi,Bihor,Finis,82
Finis,Bihor,Finis,66
Fizis,Bihor,Finis,62
Ioanis,Bihor,Finis,60
Suncuis,Bihor,Finis,63
Baleni,Bihor,Lazuri de Beius,73
Cusuius,Bihor,Lazuri de Beius,77
Hinchiris,Bihor,Lazuri de Beius,76
Lazuri de Beius,Bihor,Lazuri de Beius,76
Briheni,Bihor,Lunca,95
Hotarel,Bihor,Lunca,85
Lunca,Bihor,Lunca,86
Sarbesti,Bihor,Lunca,89
Seghiste,Bihor,Lunca,87
Sustiu,Bihor,Lunca,90
Chet,Bihor,Marghita,69.1
Ghenetea,Bihor,Marghita,65
Baita,Bihor,Nucet,96
Baita-Plai,Bihor,Nucet,100
Nucet,Bihor,Nucet,94
Calacea,Bihor,Olcea,52
Hodisel,Bihor,Olcea,58
Ucuris,Bihor,Olcea,53
Chiscau,Bihor,Pietroasa,87
Cociuba Mica,Bihor,Pietroasa,83
Giulesti,Bihor,Pietroasa,90
Gurani,Bihor,Pietroasa,84
Magura,Bihor,Pietroasa,87
Motesti,Bihor,Pietroasa,84
Pietroasa,Bihor,Pietroasa,85
Feneris,Bihor,Pocola,60
Petrani,Bihor,Pocola,61
Pocola,Bihor,Pocola,59
Poietari,Bihor,Pocola,61
Sanmartin de Beius,Bihor,Pocola,68
Campani de Pomezeu,Bihor,Pomezeu,62
Cosdeni,Bihor,Pomezeu,57
Hidis,Bihor,Pomezeu,57
Lacu Sarat,Bihor,Pomezeu,66
Pomezeu,Bihor,Pomezeu,60
Sitani,Bihor,Pomezeu,61
Spinus de Pomezeu,Bihor,Pomezeu,58
Valani de Pomezeu,Bihor,Pomezeu,61
Albesti,Bihor,Rabagani,56
Rabagani,Bihor,Rabagani,51
Saliste de Pomezeu,Bihor,Rabagani,59
Saucani,Bihor,Rabagani,56
Dragoteni,Bihor,Remetea,67
Meziad,Bihor,Remetea,71
Petreasa,Bihor,Remetea,65
Remetea,Bihor,Remetea,63
Soimus,Bihor,Remetea,63
Cucuceni,Bihor,Rieni,81
Ghighiseni,Bihor,Rieni,83
Petrileni,Bihor,Rieni,80
Rieni,Bihor,Rieni,78
Sudrigiu,Bihor,Rieni,74
Valea de Jos,Bihor,Rieni,81
Lazuri,Bihor,Rosia,77
Rosia,Bihor,Rosia,75
Cadea,Bihor,Sacueni,53
Ciocaia,Bihor,Sacueni,44.4
Cubulcut,Bihor,Sacueni,65
Olosig,Bihor,Sacueni,61
Sacueni,Bihor,Sacueni,45.5
Sannicolau de Munte,Bihor,Sacueni,46.7
Otomani,Bihor,Salacea,72
Salacea,Bihor,Salacea,79
Silindru,Bihor,Simian,71
Simian,Bihor,Simian,89
Voivozi,Bihor,Simian,81
Huta Voivozi,Bihor,Sinteu,71
Sinteu,Bihor,Sinteu,30
Socet,Bihor,Sinteu,70
Valea Tarnei,Bihor,Sinteu,68
Borz,Bihor,Soimi,65
Codru,Bihor,Soimi,66
Dumbravita de Codru,Bihor,Soimi,66
Poclusa de Beius,Bihor,Soimi,62
Sannicolau de Beius,Bihor,Soimi,60
Soimi,Bihor,Soimi,59
Ursad,Bihor,Soimi,58
Urvis de Beius,Bihor,Soimi,63
Stei,Bihor,Stei,85
Borumlaca,Bihor,Suplacu de barcau,41
Dolea,Bihor,Suplacu de barcau,52
Foglas,Bihor,Suplacu de barcau,51
Suplacu de Barcau,Bihor,Suplacu de barcau,50
Valcelele,Bihor,Suplacu de barcau,43
Valea Cerului,Bihor,Suplacu de barcau,45
Mierag,Bihor,Tarcaia,74
Tarcaia,Bihor,Tarcaia,69
Tarcaita,Bihor,Tarcaia,75
Totoreni,Bihor,Tarcaia,72
Adoni,Bihor,Tarcea,70
Galospetreu,Bihor,Tarcea,79
Tarcea,Bihor,Tarcea,74
Bogei,Bihor,Tauteu,64
Chiribis,Bihor,Tauteu,56
Ciutelec,Bihor,Tauteu,66
Tauteu,Bihor,Tauteu,60.5
Belfir,Bihor,Tinca,63
Girisu Negru,Bihor,Tinca,60
Forau,Bihor,Uileacu de Beius,65
Prisaca,Bihor,Uileacu de Beius,56
Uileacu de Beius,Bihor,Uileacu de Beius,60
Valanii de Beius,Bihor,Uileacu de Beius,57
Valea lui Mihai,Bihor,Valea lui Mihai,83
Camp,Bihor,Vascau,96
Camp-Moti,Bihor,Vascau,99
Colesti,Bihor,Vascau,95
Varzarii de Jos,Bihor,Vascau,93
Varzarii de Sus,Bihor,Vascau,94
Vascau,Bihor,Vascau,91
Izvoarele,Bihor,Viisoara,58
Padureni,Bihor,Viisoara,60
Reghea,Bihor,Viisoara,61
Viisoara,Bihor,Viisoara,57
Rusu de Jos,Bistrita-Nasaud,Beclean,35
Colibita,Bistrita-Nasaud,Bistrita Bargaului,43
Branistea,Bistrita-Nasaud,Branistea,41
Ciresoaia,Bistrita-Nasaud,Branistea,45
Malut,Bistrita-Nasaud,Branistea,38
Budacu de Jos,Bistrita-Nasaud,Budacu de Jos,8
Budus,Bistrita-Nasaud,Budacu de Jos,10
Jelna,Bistrita-Nasaud,Budacu de Jos,8
Monariu,Bistrita-Nasaud,Budacu de Jos,12
Simionesti,Bistrita-Nasaud,Budacu de Jos,13
Budesti,Bistrita-Nasaud,Budesti,55
Budesti-Fanate,Bistrita-Nasaud,Budesti,55
Tagsoru,Bistrita-Nasaud,Budesti,72
Tagu,Bistrita-Nasaud,Budesti,61
Caianu Mare,Bistrita-Nasaud,Caianu Mic,52
Caianu Mic,Bistrita-Nasaud,Caianu Mic,52
Ciceu-Poieni,Bistrita-Nasaud,Caianu Mic,57
Dobric,Bistrita-Nasaud,Caianu Mic,49
Cetate,Bistrita-Nasaud,Cetate,15
Orheiu Bistritei,Bistrita-Nasaud,Cetate,12
Petris,Bistrita-Nasaud,Cetate,15
Satu Nou,Bistrita-Nasaud,Cetate,16
Apatiu,Bistrita-Nasaud,Chiochis,44
Bozies,Bistrita-Nasaud,Chiochis,43
Buza Catun,Bistrita-Nasaud,Chiochis,46
Chetiu,Bistrita-Nasaud,Chiochis,43
Chiochis,Bistrita-Nasaud,Chiochis,43
Jimbor,Bistrita-Nasaud,Chiochis,51
Manic,Bistrita-Nasaud,Chiochis,44
Sannicoara,Bistrita-Nasaud,Chiochis,50
Strugureni,Bistrita-Nasaud,Chiochis,41
Chiuza,Bistrita-Nasaud,Chiuza,35
Mires,Bistrita-Nasaud,Chiuza,36
Piatra,Bistrita-Nasaud,Chiuza,33
Sasarm,Bistrita-Nasaud,Chiuza,39
Ciceu-Giurgesti,Bistrita-Nasaud,Ciceu-Giurgesti,52
Dumbraveni,Bistrita-Nasaud,Ciceu-Giurgesti,58
Ciceu-Mihaiesti,Bistrita-Nasaud,Ciceu-Mihaiesti,49
Lelesti,Bistrita-Nasaud,Ciceu-Mihaiesti,53
Albestii Bistritei,Bistrita-Nasaud,Galatii Bistritei,25
